,HPSO,Baseline,Stations,Total Time [s],Tobs [h],Ingest [Pflop/s],RCAL [Pflop/s],FastImg [Pflop/s],ICAL [Pflop/s],DPrepA [Pflop/s],DPrepB [Pflop/s],DPrepC [Pflop/s],DPrepD [Pflop/s],Total RT [Pflop/s],Total Batch [Pflop/s],Total [Pflop/s],Ingest Rate [TB/s],Channels,PSS [Pflop/s],PST [Pflop/s],SinglePulse [Pflop/s]
10,hpso37a,15000.0,197.0,36000000.0,3.8,0.010820021989399931,0.021063544282304447,0.011584421928955898,0.1285707392637446,0.07863621183581126,0.08714261770626282,0.0,0.0,0.04346798820066027,0.29434956880581864,0.3378175570064789,0.00784992371296827,8192.0,,,
11,hpso37b,15000.0,197.0,7200000.0,8.0,0.010820021989399931,0.021063544282304447,0.011584421928955898,0.18970007488252302,0.07863194856330155,0.08465843993192011,0.0,0.0,0.04346798820066027,0.3529904633777447,0.396458451578405,0.00784992371296827,8192.0,,,
12,hpso37c,15000.0,197.0,7200000.0,8.0,0.010820021989399931,0.021063544282304447,0.011584421928955898,0.18970007488252302,0.07863194856330155,0.08465843993192011,0.0,0.0,0.04346798820066027,0.3529904633777447,0.396458451578405,0.00784992371296827,8192.0,,,
13,hpso38a,15000.0,197.0,3600000.0,8.0,0.010609500723945056,0.01710339052238306,0.00954280041718096,0.09832835661226594,0.06318180547103132,0.06766779487263053,0.0,0.0,0.037255691663509075,0.2291779569559278,0.26643364861943686,0.007697095360816719,8192.0,,,
14,hpso38b,15000.0,197.0,3600000.0,8.0,0.010609500723945056,0.01710339052238306,0.00954280041718096,0.15405695003461817,0.06318180547103132,0.06766779487263053,0.0,0.0,0.037255691663509075,0.28490655037828,0.32216224204178906,0.007697095360816719,8192.0,,,
0,hpso04b,10000.0,64.0,2880000.0,0.16666666666666666,0.005581543344404596,0.0011222268004953836,0.0005631910149888586,0.0,0.0,0.0,0.0,0.0,0.007266961159888839,0.0005008800000000004,0.007767841159888839,0.004051443637125626,65536.0,0.00050088,,
1,hpso04c,10000.0,64.0,8640000.0,0.16666666666666666,0.005652777842017628,0.0006589679513403067,0.0004147284170570613,0.0,0.0,0.0,0.0,0.0,0.006726474210414996,0.0005008800000000004,0.007227354210414996,0.004103156500174423,65536.0,0.00050088,,
2,hpso05b,10000.0,64.0,5760000.0,0.25,0.005625781173570491,0.0017015343588947605,0.0008156603925920061,0.0,0.0,0.0,0.0,0.0,0.008142975925057258,2.7550000000070574e-07,0.00814325142505726,0.004083558200685256,65536.0,,2.755e-07,
3,hpso13,10000.0,64.0,18000000.0,8.0,0.005566729735104213,0.0005826022498992774,0.0003655120378635448,0.005454315759447856,0.0015497248360217858,0.0017430077687292224,0.01709439935854536,0.0,0.006514844022867035,0.025841447722744222,0.032356291745611256,0.004040689660124614,65536.0,,,
4,hpso14,10000.0,64.0,7200000.0,8.0,0.005675522804583485,0.0006896316396115007,0.00042808745926096824,0.0035347037066259536,0.0018769261798039717,0.0023480277882632745,0.02378077134765702,0.0,0.0067932419034559535,0.03154042902235022,0.038333670925806175,0.004119668263065034,65536.0,,,
5,hpso15,10000.0,64.0,45360000.0,4.4,0.005560867645795541,0.0005493850524415073,0.00036223141328141774,0.0029319810313808265,0.0014851324839800844,0.002293267155203056,0.015668688529088294,0.0,0.006472484111518466,0.02237906919965226,0.028851553311170727,0.004036434061618874,65536.0,,,
6,hpso18,10000.0,64.0,36000000.0,0.016666666666666666,0.005581543344404596,0.0011222268004953836,0.0005631910149888586,0.0,0.0,0.0,0.0,0.0,0.007266961159888839,3.9999999999996635e-06,0.0072709611598888385,0.004051443637125626,65536.0,,,4e-06
7,hpso22,10000.0,64.0,21600000.0,8.0,0.0056179026994619555,0.0010161886645428007,0.0005994183112799385,0.009200862224742205,0.002979348164528524,0.006681497171407733,0.0,0.0,0.007233509675284694,0.018861707560678464,0.02609521723596316,0.004077838802552886,65536.0,,,
8,hpso27and33,10000.0,64.0,36000000.0,0.12333333333333334,0.005796448948591095,0.0015596496744092472,0.0007866723749208195,0.007097733095550766,0.004659128998153567,0.15079641153521262,0.0,0.0,0.008142770997921161,0.16255327362891694,0.1706960446268381,0.004207454902033915,65536.0,,,
9,hpso32,10000.0,64.0,36000000.0,2.2,0.005823575432725164,0.003321983251111819,0.0014121867461733936,0.00813414989598475,0.0,0.014104754157873194,0.0,0.0,0.010557745430010377,0.022238904053857943,0.03279664948386832,0.004227147441548139,65536.0,,,
10,hpso37a,10000.0,64.0,36000000.0,3.8,0.005796448948591095,0.0015596496744092472,0.0007866723749208195,0.00838845117483376,0.004417418987654286,0.009867831529699249,0.0,0.0,0.008142770997921161,0.02267370169218729,0.030816472690108454,0.004207454902033915,65536.0,,,
11,hpso37b,10000.0,64.0,7200000.0,8.0,0.005796448948591095,0.0015596496744092472,0.0007866723749208195,0.014460337376649916,0.0044131622179770895,0.007385929746737239,0.0,0.0,0.008142770997921161,0.026259429341364243,0.034402200339285406,0.004207454902033915,65536.0,,,
12,hpso37c,10000.0,64.0,7200000.0,8.0,0.005796448948591095,0.0015596496744092472,0.0007866723749208195,0.014460337376649916,0.0044131622179770895,0.007385929746737239,0.0,0.0,0.008142770997921161,0.026259429341364243,0.034402200339285406,0.004207454902033915,65536.0,,,
13,hpso38a,10000.0,64.0,3600000.0,8.0,0.005683612412179182,0.0010993722065452062,0.0006665260796343528,0.005651943073350353,0.0033941419003966165,0.00709994790714668,0.0,0.0,0.007449510698358741,0.01614603288089365,0.023595543579252393,0.004125540934084452,65536.0,,,
14,hpso38b,10000.0,64.0,3600000.0,8.0,0.005683612412179182,0.0010993722065452062,0.0006665260796343528,0.009949920258779915,0.0033941419003966165,0.00709994790714668,0.0,0.0,0.007449510698358741,0.020444010066323213,0.027893520764681955,0.004125540934084452,65536.0,,,
0,hpso04b,150000.0,64.0,2880000.0,0.16666666666666666,0.008048427717485714,0.05363776631808273,0.0638115525077786,0.0,0.0,0.0,0.0,0.0,0.12549774654334706,0.0005008800000000091,0.12599862654334706,0.0058420662857142855,8192.0,0.00050088,,
1,hpso04c,150000.0,64.0,8640000.0,0.16666666666666666,0.008048427717485714,0.04509573702191637,0.06674258844616088,0.0,0.0,0.0,0.0,0.0,0.11988675318556297,0.0005008799999999952,0.12038763318556296,0.0058420662857142855,8192.0,0.00050088,,
2,hpso05b,150000.0,64.0,5760000.0,0.25,0.008048427717485714,0.05659592999401744,0.0656290745150286,0.0,0.0,0.0,0.0,0.0,0.13027343222653176,2.7550000000764463e-07,0.13027370772653177,0.0058420662857142855,8192.0,,2.755e-07,
3,hpso13,35000.0,64.0,18000000.0,8.0,0.002971243966896661,0.006739402903251594,0.004754151235347461,0.06111980573380624,0.018239416436231316,0.017896716002594154,0.07691817971023193,0.0,0.014464798105495717,0.17417411788286363,0.18863891598835936,0.0021563772811276838,8192.0,,,
4,hpso14,25000.0,64.0,7200000.0,8.0,0.0020506732151469795,0.003979624755500289,0.002777400855622199,0.020100494758867195,0.011346084328962145,0.011665130844268463,0.049389614657253424,0.0,0.008807698826269469,0.09250132458935123,0.1013090234156207,0.0014881193300476125,8192.0,,,
5,hpso15,15000.0,64.0,45360000.0,4.4,0.0011149346156220238,0.0011474042248461266,0.0008285458053840632,0.005992405635623808,0.003251959351836884,0.0039925306054444205,0.019379635078329342,0.0,0.0030908846458522136,0.032616530671234455,0.03570741531708667,0.0008088618452746505,8192.0,,,
6,hpso18,150000.0,64.0,36000000.0,0.016666666666666666,0.008048427717485714,0.05363776631808273,0.0638115525077786,0.0,0.0,0.0,0.0,0.0,0.12549774654334706,4.000000000004e-06,0.12550174654334706,0.0058420662857142855,8192.0,,,4e-06
7,hpso22,150000.0,64.0,21600000.0,8.0,0.008048427717485714,0.04135756476867122,0.06524686598884068,0.37282832053369563,0.14030423335309677,0.254213701094658,0.0,0.0,0.11465285847499762,0.7673462549814505,0.8819991134564481,0.0058420662857142855,8192.0,,,
8,hpso27and33,30000.0,64.0,36000000.0,0.12333333333333334,0.0025825238542145123,0.007285718278747671,0.006579839534844591,0.03524368560734144,0.03904148391084827,0.1921583333323002,0.0,0.0,0.01644808166780677,0.2664435028504899,0.28289158451829666,0.0018742011475718844,8192.0,,,
9,hpso32,20000.0,64.0,36000000.0,2.2,0.001620004864040465,0.006101063203537948,0.003912041807076507,0.025641759227972818,0.0,0.03582537319321904,0.0,0.0,0.01163310987465492,0.06146713242119185,0.07310024229584677,0.001175496608983574,8192.0,,,
10,hpso37a,120000.0,64.0,36000000.0,3.8,0.00804054652280602,0.04744364577823304,0.04920443061352278,0.23774738170848697,0.1612524793065103,0.2568421752791735,0.0,0.0,0.10468862291456184,0.6558420362941708,0.7605306592087326,0.005836345594921936,8192.0,,,
11,hpso37b,120000.0,64.0,7200000.0,8.0,0.00804054652280602,0.04744364577823304,0.04920443061352278,0.4291531877565135,0.1611975473774215,0.24654429166158356,0.0,0.0,0.10468862291456184,0.8368950267955186,0.9415836497100805,0.005836345594921936,8192.0,,,
