Pipeline,hpso,Baseline,Antenna stations,Channels,Visibility read rate,Image Spectral Fitting,IFFT,Reprojection Predict,Reprojection,Subtract Image Component,Phase Rotation Predict,Degrid,Visibility Weighting,Phase Rotation,Identify Component,Gridding Kernel Update,Subtract Visibility,Source Find,Correct,DFT,Solve,Flag,Average,Receive,Demix,FFT,Grid,Degridding Kernel Update
Ingest,hpso01,65000.0,32.0,16384.0,0.0008668228266666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.137696938666667e-05,6.151645866666667e-07,3.104267377777778e-07,0.0012492730811733334,0.0,0.0,0.0
Ingest_data,hpso01,65000.0,32.0,16384.0,0.0008668228266666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCAL,hpso01,65000.0,32.0,16384.0,0.0017336456533333332,0.0,0.000712217146406312,0.000471007213087858,9.420144261757161e-05,0.0,0.000396426972728889,0.00019266359049747357,7.453948768156356e-07,0.000396426972728889,0.0,0.0008130835737576324,1.444704711111111e-07,0.0,6.934582613333334e-05,0.0015077311192177778,2.905138062222222e-06,2.015363072e-05,0.0,0.0,0.0,0.00014244342928126238,0.00019266359049747357,0.0008130835737576324
RCAL_data,hpso01,65000.0,32.0,16384.0,0.0017336456533333332,0.0,0.021226890489829432,90.11617597344222,18.023235194688443,0.0,9.029404444444443,3.3922292769488154,0.029711211607766085,9.029404444444443,0.0,0.0050807872178695,9.029404444444443,0.0,9.029404444444443,9.029404444444443,9.029404444444443,9.029404444444443,0.0,0.0,0.0,0.004245378097965886,3.3922292769488154,0.0050807872178695
FastImg,hpso01,65000.0,32.0,16384.0,0.0008668228266666666,0.0,0.0013011890553528034,0.0,0.0,0.0,0.0,9.474511500535625e-06,1.4749446881067982e-07,0.0,0.0,1.2636910449396447e-05,7.223523555555555e-08,0.0,8.668228266666668e-06,0.0015077311192177778,0.0,1.007681536e-05,0.0,0.0,0.0,0.0013011890553528034,9.474511500535625e-06,1.2636910449396447e-05
FastImg_data,hpso01,65000.0,32.0,16384.0,0.0008668228266666666,0.0,0.011006535809541189,0.0,0.0,0.0,9.029404444444443,1249.337212244885,2.304601075166872,9.029404444444443,0.0,0.04799671387264998,9.029404444444443,0.0,9.029404444444443,9.029404444444443,0.0,9.029404444444443,0.0,0.0,0.0,0.011006535809541189,1249.337212244885,0.04799671387264998
ICAL,hpso01,65000.0,32.0,16384.0,0.008668228266666668,0.0,0.00876115456507928,0.004239064917790722,0.0008478129835581445,0.00033570818,0.0022025968025600005,0.00188201821169721,5.778968909246599e-06,0.0022025968025600005,0.01015693872204908,0.008131368518107347,1.30023424e-06,3e-12,0.0006241124352000001,0.01356958007296,0.00037017208604444446,0.00018138267648,0.0,0.0,0.0,0.0017522309130158559,0.00188201821169721,0.008131368518107347
ICAL_data,hpso01,65000.0,32.0,16384.0,0.008668228266666668,0.0,0.027016042441601096,145.97330984127834,29.19466196825567,29.19466196825567,9.029404444444443,6.953019881792428,0.04145839724838297,9.029404444444443,29.19466196825567,0.006114279578347244,9.029404444444443,9e-06,9.029404444444443,9.029404444444443,9.029404444444443,9.029404444444443,0.0,0.0,0.0,0.005403208488320219,6.953019881792428,0.006114279578347244
DPrepA,hpso01,65000.0,32.0,16384.0,0.003099416421199283,0.0,0.0005759103749516668,0.00035535523621168987,0.00035535523621168987,2.0515499888888888e-05,0.0008286634181678637,0.0007533233306075377,5.651863950322271e-07,0.00016573268363357274,0.00025673987797462087,0.0006348682727179691,4.735219532387793e-07,0.0,0.00022729053755461408,0.009883594606427277,0.0,6.605631247680972e-05,0.0,0.0,0.0,0.0005759103749516668,0.0007533233306075377,0.0006348682727179691
DPrepA_data,hpso01,65000.0,32.0,16384.0,0.003099416421199283,0.0,0.004402614323816475,19.383012884273995,19.383012884273995,19.383012884273995,5.38093128680431,2.023887757508393,0.032112863354103814,1.0761862573608618,19.383012884273995,0.0052498463862095685,5.380931286804311,0.0,5.380931286804311,5.380931286804311,0.0,5.380931286804311,0.0,0.0,0.0,0.004402614323816475,2.023887757508393,0.0052498463862095685
DPrepB,hpso01,65000.0,32.0,16384.0,0.006198832842398566,0.0,0.0014729444026122694,0.0007107104724233797,0.0017767761810584494,0.004103099977777778,0.00011932753221617238,0.0005380727812952467,9.270063702042492e-07,0.00011932753221617238,0.009261587886350975,0.0025246410008252914,9.470439064775586e-07,0.0,0.00045458107510922815,0.009883594606427277,0.0,0.00013211262495361944,0.0,0.0,0.0,0.003682361006530673,0.0005380727812952467,0.0025246410008252914
DPrepB_data,hpso01,65000.0,32.0,16384.0,0.006198832842398566,0.0,0.00293507621587765,21.536680982526658,53.841702456316646,53.841702456316646,5.380931286804311,29.718609915943095,0.07315391179010805,5.380931286804311,53.841702456316646,0.010355211859450816,5.380931286804311,0.0,5.380931286804311,5.380931286804311,0.0,5.380931286804311,0.0,0.0,0.0,0.007337690539694124,29.718609915943095,0.010355211859450816
DPrepC,hpso01,65000.0,32.0,16384.0,0.01040187392,0.0,0.004390113283774414,0.0004935489391829027,0.00370161704387177,0.012309299933333333,0.0,0.0026072342170164542,1.821976048564044e-06,0.0,0.0031390186007311965,0.008452336915862654,1.5891751822222224e-06,0.0,0.0007628040874666668,0.016585042311395556,0.0,0.00022168993792,0.0,0.0,0.0,0.032925849628308114,0.0026072342170164542,0.008452336915862654
DPrepC_data,hpso01,65000.0,32.0,16384.0,0.01040187392,0.0,0.0024458968465647076,44.86808538026387,336.5106403519791,336.5106403519791,9.029404444444443,6022.366073009452,1.294017079946054,9.029404444444443,336.5106403519791,0.09196313385899164,9.029404444444443,0.0,9.029404444444443,9.029404444444443,0.0,9.029404444444443,0.0,0.0,0.0,0.018344226349235312,6022.366073009452,0.09196313385899164
DPrepD,hpso01,65000.0,32.0,16384.0,0.01040187392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007628040874666668,0.0,0.0,0.00022168993792,0.0,0.0,0.0,0.0,0.0,0.0
DPrepD_data,hpso01,65000.0,32.0,16384.0,0.01040187392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.029404444444443,0.0,0.0,9.029404444444443,0.0,0.0,0.0,0.0,0.0,0.0
Ingest,hpso02a,65000.0,32.0,16384.0,0.0008668228266666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.137696938666667e-05,6.151645866666667e-07,3.104267377777778e-07,0.0012492730811733334,0.0,0.0,0.0
Ingest_data,hpso02a,65000.0,32.0,16384.0,0.0008668228266666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCAL,hpso02a,65000.0,32.0,16384.0,0.0017336456533333332,0.0,0.000712217146406312,0.000471007213087858,9.420144261757161e-05,0.0,0.000396426972728889,0.00019266359049747357,7.453948768156356e-07,0.000396426972728889,0.0,0.0008130835737576324,1.444704711111111e-07,0.0,6.934582613333334e-05,0.0015077311192177778,2.905138062222222e-06,2.015363072e-05,0.0,0.0,0.0,0.00014244342928126238,0.00019266359049747357,0.0008130835737576324
RCAL_data,hpso02a,65000.0,32.0,16384.0,0.0017336456533333332,0.0,0.021226890489829432,90.11617597344222,18.023235194688443,0.0,9.029404444444443,3.3922292769488154,0.029711211607766085,9.029404444444443,0.0,0.0050807872178695,9.029404444444443,0.0,9.029404444444443,9.029404444444443,9.029404444444443,9.029404444444443,0.0,0.0,0.0,0.004245378097965886,3.3922292769488154,0.0050807872178695
FastImg,hpso02a,65000.0,32.0,16384.0,0.0008668228266666666,0.0,0.0013011890553528034,0.0,0.0,0.0,0.0,9.474511500535625e-06,1.4749446881067982e-07,0.0,0.0,1.2636910449396447e-05,7.223523555555555e-08,0.0,8.668228266666668e-06,0.0015077311192177778,0.0,1.007681536e-05,0.0,0.0,0.0,0.0013011890553528034,9.474511500535625e-06,1.2636910449396447e-05
FastImg_data,hpso02a,65000.0,32.0,16384.0,0.0008668228266666666,0.0,0.011006535809541189,0.0,0.0,0.0,9.029404444444443,1249.337212244885,2.304601075166872,9.029404444444443,0.0,0.04799671387264998,9.029404444444443,0.0,9.029404444444443,9.029404444444443,0.0,9.029404444444443,0.0,0.0,0.0,0.011006535809541189,1249.337212244885,0.04799671387264998
ICAL,hpso02a,65000.0,32.0,16384.0,0.008668228266666668,0.0,0.00428973668222753,0.001884028852351432,0.00037680577047028644,0.00033570818,0.0008919606886400003,0.0008895101665714178,2.6136323764458222e-06,0.0008919606886400003,0.004113210217021813,0.003816512381006771,1.30023424e-06,3e-12,0.0006241124352000001,0.01356958007296,0.00037017208604444446,0.00018138267648,0.0,0.0,0.0,0.000857947336445506,0.0008895101665714178,0.003816512381006771
ICAL_data,hpso02a,65000.0,32.0,16384.0,0.008668228266666668,0.0,0.028302520653105904,160.20653506389726,32.04130701277945,32.04130701277945,9.029404444444443,9.059186260833332,0.04630159397048297,9.029404444444443,32.04130701277945,0.0064943579918086865,9.029404444444443,9e-06,9.029404444444443,9.029404444444443,9.029404444444443,9.029404444444443,0.0,0.0,0.0,0.005660504130621181,9.059186260833332,0.0064943579918086865
DPrepA,hpso02a,65000.0,32.0,16384.0,0.003099416421199283,0.0,0.0005759103749516668,0.00035535523621168987,0.00035535523621168987,2.0515499888888888e-05,0.0008286634181678637,0.0007533233306075377,5.651863950322271e-07,0.00016573268363357274,0.00025673987797462087,0.0006348682727179691,4.735219532387793e-07,0.0,0.00022729053755461408,0.009883594606427277,0.0,6.605631247680972e-05,0.0,0.0,0.0,0.0005759103749516668,0.0007533233306075377,0.0006348682727179691
