Pipeline,hpso,Baseline,Visibility read rate,Image Spectral Fitting,IFFT,Reprojection Predict,Reprojection,Subtract Image Component,Phase Rotation Predict,Degrid,Visibility Weighting,Phase Rotation,Identify Component,Gridding Kernel Update,Subtract Visibility,Source Find,Correct,DFT,Solve,Flag,Average,Receive,Demix,FFT,Grid,Degridding Kernel Update
ICAL,hpso14,25000.0,0.074881578324471,0.0,0.005847910877581,0.000990846873821,0.000198169374764,2.098176125e-05,0.001415261830333,0.003129514013814,1.42135476949417e-05,0.001415261830333,4.72605694205115e-05,0.006189911755986,1.12322367486706e-05,1.875e-12,0.000179715787979,0.117062944362104,0.00030010254933,0.00156689702644,0.0,0.0,0.0,0.001169582175516,0.003129514013814,0.006189911755986
ICAL_data,hpso14,25000.0,0.074881578324471,0.0,0.0648,0.0648,0.01296,8.1e-05,0.2592,1.44966418562521,1.296,0.2592,8.1e-05,0.0855487554649,0.010011097336313,9e-06,0.010011097336313,0.010011097336313,0.010011097336313,0.010011097336313,0.0,0.0,0.0,0.01296,1.44966418562521,0.0855487554649
DPrepA,hpso14,25000.0,0.024961024084702,0.0,0.001424057661424,0.000129783422068,0.000129783422068,1.28221874305556e-06,0.0,0.002262312405187,1.97271429089936e-06,0.0,6.54628477993219e-07,0.000655599914275,3.81348979071835e-06,0.0,6.10158366514935e-05,0.079488770257473,0.0,0.000531981825805,0.0,0.0,0.0,0.001424057661424,0.002262312405187,0.000655599914275
DPrepA_data,hpso14,25000.0,0.024961024084702,0.0,0.0044,0.0044,0.0044,1.1e-05,0.0,0.683545498845198,0.088,0.0,1.1e-05,0.005930147835215,0.005561831701855,0.0,0.005561831701855,0.005561831701855,0.0,0.005561831701855,0.0,0.0,0.0,0.0044,0.683545498845198,0.005930147835215
DPrepB,hpso14,25000.0,0.024961024084702,0.0,0.000825229490714,0.000129783422068,0.000194675133102,0.000384665622917,0.0,0.000613608980374,1.97271429089936e-06,0.0,0.000196388543398,0.000989511461828,3.81348979071835e-06,0.0,6.10158366514935e-05,0.079488770257473,0.0,0.000531981825805,0.0,0.0,0.0,0.001237844236071,0.000613608980374,0.000989511461828
DPrepB_data,hpso14,25000.0,0.024961024084702,0.0,0.0044,0.0044,0.0066,0.0033,0.0,0.13670909976904,0.088,0.0,0.0033,0.006898107175195,0.005561831701855,0.0,0.005561831701855,0.005561831701855,0.0,0.005561831701855,0.0,0.0,0.0,0.0066,0.13670909976904,0.006898107175195
DPrepC,hpso14,25000.0,0.084936502589994,0.0,0.000302987920248,9.63315530428363e-05,0.002408288826071,0.006411093715278,0.0,0.004988956602893,1.30967738591767e-05,0.0,0.003255719541515,0.00210449565404,1.29764101179158e-05,0.0,0.000207622561887,0.270481616376757,0.0,0.001810209211449,0.0,0.0,0.0,0.007574698006189,0.004988956602893,0.00210449565404
DPrepC_data,hpso14,25000.0,0.084936502589994,0.0,0.0044,0.0044,0.11,0.055,0.0,0.55,0.088,0.0,0.055,0.004894254348891,0.018925607024243,0.0,0.018925607024243,0.018925607024243,0.0,0.018925607024243,0.0,0.0,0.0,0.11,0.55,0.004894254348891
Ingest,hpso15,15000.0,0.059431552801382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001395716991848,4.01645177510268e-05,2.00926249825024e-05,0.081540712304059,0.0,0.0,0.0
Ingest_data,hpso15,15000.0,0.059431552801382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCAL,hpso15,15000.0,0.00584627824901,0.0,0.000276538746965,8.21848031021863e-05,1.64369606204373e-05,0.0,0.000170516448929,0.000220947450831,1.12995254253953e-06,0.000170516448929,0.0,0.000754437489019,4.87189854084155e-07,0.0,7.79503766534648e-06,0.005509308072708,1.00418502016831e-05,6.79629846447397e-05,0.0,0.0,0.0,5.53077493930104e-05,0.000220947450831,0.000754437489019
RCAL_data,hpso15,15000.0,0.00584627824901,0.0,0.02,0.02,0.004,0.0,0.08,0.193434162536539,0.32,0.08,0.0,0.016331317373879,0.004240351009873,0.0,0.004240351009873,0.004240351009873,0.004240351009873,0.004240351009873,0.0,0.0,0.0,0.004,0.193434162536539,0.016331317373879
FastImg,hpso15,15000.0,0.001815631050352,0.0,0.000214199185867,0.0,0.0,0.0,0.0,1.15971224207795e-05,2.86000523269704e-07,0.0,0.0,1.90521388544495e-05,1.51302587529365e-07,0.0,6.05210350117459e-07,0.003421961930895,0.0,2.11067109603464e-05,0.0,0.0,0.0,0.000214199185867,1.15971224207795e-05,1.90521388544495e-05
FastImg_data,hpso15,15000.0,0.001815631050352,0.0,8e-05,0.0,0.0,0.0,0.0,0.007730570494064,0.0064,0.0,0.0,0.000383830579732,0.00263378259809,0.0,0.00263378259809,0.00263378259809,0.0,0.00263378259809,0.0,0.0,0.0,8e-05,0.007730570494064,0.000383830579732
ICAL,hpso15,15000.0,0.019487869721809,0.0,0.003408487740643,0.000228291119728,4.56582239456591e-05,3.81486568181818e-05,0.0,0.000979425886833,3.74761268361272e-06,0.0,9.55878268179245e-06,0.001741543838931,2.92318045827137e-06,3.40909090909091e-12,4.67708873323419e-05,0.033056315852493,7.85277149192365e-05,0.000407783673929,0.0,0.0,0.0,0.000681697548129,0.000979425886833,0.001741543838931
