Pipeline,hpso,Baseline,Visibility read rate,Image Spectral Fitting,IFFT,Reprojection Predict,Reprojection,Subtract Image Component,Phase Rotation Predict,Degrid,Visibility Weighting,Phase Rotation,Identify Component,Gridding Kernel Update,Subtract Visibility,Source Find,Correct,DFT,Solve,Flag,Average,Receive,Demix,FFT,Grid,Degridding Kernel Update
FastImg_data,hpso02b,65000.0,0.264795806859538,0.0,0.00016,0.0,0.0,0.0,0.0,0.147078193641675,0.016,0.0,0.0,0.008088925356797,0.021085262160492,0.0,0.021085262160492,0.021085262160492,0.0,0.021085262160492,0.0,0.0,0.0,0.00016,0.147078193641675,0.008088925356797
ICAL,hpso02b,65000.0,2.45226088445843,0.0,0.22947665906565,0.001308353369689,0.000261670673938,0.00033570818,0.0,0.099531734994445,0.000390604561115,0.0,8.44721922373702e-05,0.098214444863285,0.000367839132669,3e-12,0.176562783681007,3.00813515867589,0.104713683816893,0.051313559007293,0.0,0.0,0.0,0.04589533181313,0.099531734994445,0.098214444863285
ICAL_data,hpso02b,65000.0,2.45226088445843,0.0,0.0144,0.0144,0.00288,9e-05,0.0,2.4517622850633,0.288,0.0,9e-05,0.084747272738863,0.01952695711007,9e-06,0.01952695711007,0.01952695711007,0.01952695711007,0.01952695711007,0.0,0.0,0.0,0.00288,2.4517622850633,0.084747272738863
DPrepA,hpso02b,65000.0,0.817446085797592,0.0,0.025527666760211,0.000246774469591,0.000246774469591,2.05154998888889e-05,0.0,0.066153257543218,6.81752389086386e-05,0.0,1.04633953357707e-05,0.025046675626327,0.000124887596441,0.0,0.059946046291823,2.04262535642661,0.0,0.017421819703561,0.0,0.0,0.0,0.025527666760211,0.066153257543218,0.025046675626327
DPrepA_data,hpso02b,65000.0,0.817446085797592,0.0,0.0088,0.0088,0.0088,0.00011,0.0,4.16228094525492,0.176,0.0,0.00011,0.045216522407477,0.010848651787912,0.0,0.010848651787912,0.010848651787912,0.0,0.010848651787912,0.0,0.0,0.0,0.0088,4.16228094525492,0.045216522407477
DPrepB,hpso02b,65000.0,1.63489217159518,0.0,0.031192056505202,0.000493548939183,0.001233872347957,0.004103099977778,0.0,0.031270291820096,0.000136350477817,0.0,0.001046339533577,0.063823340536498,0.000249775192883,0.0,0.119892092583647,2.04262535642661,0.0,0.034843639407122,0.0,0.0,0.0,0.077980141263005,0.031270291820096,0.063823340536498
DPrepB_data,hpso02b,65000.0,1.63489217159518,0.0,0.0176,0.0176,0.044,0.011,0.0,1.66491237810197,0.352,0.0,0.011,0.098281193706418,0.010848651787912,0.0,0.010848651787912,0.010848651787912,0.0,0.010848651787912,0.0,0.0,0.0,0.044,1.66491237810197,0.098281193706418
DPrepC,hpso02b,65000.0,3.17754968231446,0.0,0.033621494002864,0.000493548939183,0.003701617043872,0.012309299933333,0.0,0.115305533633376,0.000519055627959,0.0,0.003139018600731,0.155993757454026,0.000485458979242,0.0,0.233020310036393,3.97001323094473,0.0,0.067721527604327,0.0,0.0,0.0,0.252161205021481,0.115305533633376,0.155993757454026
DPrepC_data,hpso02b,65000.0,3.17754968231446,0.0,0.0176,0.0176,0.132,0.033,0.0,3.26329103960974,0.352,0.0,0.033,0.187726885673141,0.021085262160492,0.0,0.021085262160492,0.021085262160492,0.0,0.021085262160492,0.0,0.0,0.0,0.132,3.26329103960974,0.187726885673141
DPrepD,hpso02b,65000.0,3.17754968231446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233020310036393,0.0,0.0,0.067721527604327,0.0,0.0,0.0,0.0,0.0,0.0
DPrepD_data,hpso02b,65000.0,3.17754968231446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021085262160492,0.0,0.0,0.021085262160492,0.0,0.0,0.0,0.0,0.0,0.0
Ingest,hpso04a,65000.0,0.457235060053333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01063407058944,0.00030601641984,0.000153030965476,0.62127414239232,0.0,0.0,0.0
Ingest_data,hpso04a,65000.0,0.457235060053333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCAL,hpso04a,65000.0,0.225401244152795,0.0,0.019574458877718,0.000165245229506,3.30490459012959e-05,0.0,0.0,0.00836925305083,2.75279277316336e-05,0.0,0.0,0.005318788025641,1.87834370127329e-05,0.0,0.009016049766112,0.153608227783792,0.000377682006175,0.002620289463276,0.0,0.0,0.0,0.003914891775544,0.00836925305083,0.005318788025641
RCAL_data,hpso04a,65000.0,0.225401244152795,0.0,0.0008,0.0008,0.00016,0.0,0.0,0.125194838436355,0.016,0.0,0.0,0.003142465106389,0.017948336798187,0.0,0.017948336798187,0.017948336798187,0.017948336798187,0.017948336798187,0.0,0.0,0.0,0.00016,0.125194838436355,0.003142465106389
FastImg,hpso04a,65000.0,0.081130692890893,0.0,0.000657726866775,0.0,0.0,0.0,0.0,0.000579970400248,1.24552177792849e-05,0.0,0.0,0.000699797182147,6.76089107424108e-06,0.0,0.000811306928909,0.11057917626571,0.0,0.000943144304857,0.0,0.0,0.0,0.000657726866775,0.000579970400248,0.000699797182147
FastImg_data,hpso04a,65000.0,0.081130692890893,0.0,8e-05,0.0,0.0,0.0,0.0,0.045063228611973,0.008,0.0,0.0,0.002324213189077,0.012920611917199,0.0,0.012920611917199,0.012920611917199,0.0,0.012920611917199,0.0,0.0,0.0,8e-05,0.045063228611973,0.002324213189077
PSS,hpso04a,65000.0,0.000875896666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSS_data,hpso04a,65000.0,0.000875896666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ingest,hpso05a,65000.0,0.457235060053333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01063407058944,0.00030601641984,0.000153030965476,0.62127414239232,0.0,0.0,0.0
Ingest_data,hpso05a,65000.0,0.457235060053333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCAL,hpso05a,65000.0,0.225401244152795,0.0,0.019574458877718,0.000165245229506,3.30490459012959e-05,0.0,0.0,0.00836925305083,2.75279277316336e-05,0.0,0.0,0.005318788025641,1.87834370127329e-05,0.0,0.009016049766112,0.153608227783792,0.000377682006175,0.002620289463276,0.0,0.0,0.0,0.003914891775544,0.00836925305083,0.005318788025641
RCAL_data,hpso05a,65000.0,0.225401244152795,0.0,0.0008,0.0008,0.00016,0.0,0.0,0.125194838436355,0.016,0.0,0.0,0.003142465106389,0.017948336798187,0.0,0.017948336798187,0.017948336798187,0.017948336798187,0.017948336798187,0.0,0.0,0.0,0.00016,0.125194838436355,0.003142465106389
FastImg,hpso05a,65000.0,0.081130692890893,0.0,0.000657726866775,0.0,0.0,0.0,0.0,0.000579970400248,1.24552177792849e-05,0.0,0.0,0.000699797182147,6.76089107424108e-06,0.0,0.000811306928909,0.11057917626571,0.0,0.000943144304857,0.0,0.0,0.0,0.000657726866775,0.000579970400248,0.000699797182147
FastImg_data,hpso05a,65000.0,0.081130692890893,0.0,8e-05,0.0,0.0,0.0,0.0,0.045063228611973,0.008,0.0,0.0,0.002324213189077,0.012920611917199,0.0,0.012920611917199,0.012920611917199,0.0,0.012920611917199,0.0,0.0,0.0,8e-05,0.045063228611973,0.002324213189077
PST,hpso05a,65000.0,0.0003221225472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PST_data,hpso05a,65000.0,0.0003221225472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
