Pipeline,hpso,Baseline,Antenna stations,Channels,Visibility read rate,Image Spectral Fitting,IFFT,Reprojection Predict,Reprojection,Subtract Image Component,Phase Rotation Predict,Degrid,Visibility Weighting,Phase Rotation,Identify Component,Gridding Kernel Update,Subtract Visibility,Source Find,Correct,DFT,Solve,Flag,Average,Receive,Demix,FFT,Grid,Degridding Kernel Update
Ingest,hpso01,65000.0,32.0,8192.0,0.0004334114133333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0688484693333334e-05,3.0758229333333336e-07,1.566355911111111e-07,0.0006248810257066667,0.0,0.0,0.0
Ingest_data,hpso01,65000.0,32.0,8192.0,0.0004334114133333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCAL,hpso01,65000.0,32.0,8192.0,0.0008668228266666666,0.0,0.0005544494314671637,0.000471007213087858,9.420144261757161e-05,0.0,0.00029226376305777784,0.00019089390670327602,8.496904489168568e-07,0.00029226376305777784,0.0,0.0007926676004786488,7.223523555555555e-08,0.0,3.467291306666667e-05,0.0007538655596088889,1.4604333511111112e-06,1.007681536e-05,0.0,0.0,0.0,0.00011088988629343274,0.00019089390670327602,0.0007926676004786488
RCAL_data,hpso01,65000.0,32.0,8192.0,0.0008668228266666666,0.0,0.01748096863868306,61.11685290932414,12.223370581864827,0.0,4.514702222222222,2.072410512696636,0.022969573121671083,4.514702222222222,0.0,0.004608203738063897,4.514702222222222,0.0,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,0.0,0.0,0.0,0.003496193727736612,2.072410512696636,0.004608203738063897
FastImg,hpso01,65000.0,32.0,8192.0,0.0004334114133333333,0.0,0.0013011890543709193,0.0,0.0,0.0,0.0,6.756491074293177e-06,1.1886529513937923e-07,0.0,0.0,1.2176454296744856e-05,3.611761777777777e-08,0.0,4.334114133333334e-06,0.0007538655596088889,0.0,5.03840768e-06,0.0,0.0,0.0,0.0013011890543709193,6.756491074293177e-06,1.2176454296744856e-05
FastImg_data,hpso01,65000.0,32.0,8192.0,0.0004334114133333333,0.0,0.011006535809541189,0.0,0.0,0.0,4.514702222222222,877.0730216492129,1.8572702365528004,4.514702222222222,0.0,0.04799671387913184,4.514702222222222,0.0,4.514702222222222,4.514702222222222,0.0,4.514702222222222,0.0,0.0,0.0,0.011006535809541189,877.0730216492129,0.04799671387913184
ICAL,hpso01,65000.0,32.0,8192.0,0.004334114133333334,0.0,0.00876115456507928,0.004239064917790722,0.0008478129835581445,0.00033570818,0.0011012984012800002,0.00188201821169721,5.778968909246599e-06,0.0011012984012800002,0.01015693872204908,0.008131368518107347,6.5011712e-07,3e-12,0.00031205621760000004,0.00678479003648,0.00018524988302222222,9.069133824e-05,0.0,0.0,0.0,0.0017522309130158559,0.00188201821169721,0.008131368518107347
ICAL_data,hpso01,65000.0,32.0,8192.0,0.004334114133333334,0.0,0.027016042441601096,145.97330984127834,29.19466196825567,29.19466196825567,4.514702222222222,6.953019881792428,0.04145839724838297,4.514702222222222,29.19466196825567,0.006114279578347244,4.514702222222222,9e-06,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,0.0,0.0,0.0,0.005403208488320219,6.953019881792428,0.006114279578347244
DPrepA,hpso01,65000.0,32.0,8192.0,0.00260046848,0.0,0.0005759103595529592,0.00035535523621168987,0.00035535523621168987,2.0515499888888888e-05,0.0006952641422222224,0.0007533233380960641,5.651863950322271e-07,0.00013905282844444447,0.00025673987797462087,0.0006348682806281506,3.972937955555556e-07,0.0,0.0001907010218666667,0.008292521155697778,0.0,5.542248448e-05,0.0,0.0,0.0,0.0005759103595529592,0.0007533233380960641,0.0006348682806281506
DPrepA_data,hpso01,65000.0,32.0,8192.0,0.00260046848,0.0,0.004402614323816475,19.383012884273995,19.383012884273995,19.383012884273995,4.514702222222222,2.023887781146418,0.032112863354103814,0.9029404444444444,19.383012884273995,0.005249846404362909,4.514702222222222,0.0,4.514702222222222,4.514702222222222,0.0,4.514702222222222,0.0,0.0,0.0,0.004402614323816475,2.023887781146418,0.005249846404362909
DPrepB,hpso01,65000.0,32.0,8192.0,0.00520093696,0.0,0.0014729444026122694,0.0007107104724233797,0.0017767761810584494,0.004103099977777778,0.00010011803648000002,0.0005380727812952467,9.270063702042492e-07,0.00010011803648000002,0.009261587886350975,0.0025246410008252914,7.945875911111112e-07,0.0,0.0003814020437333334,0.008292521155697778,0.0,0.00011084496896,0.0,0.0,0.0,0.003682361006530673,0.0005380727812952467,0.0025246410008252914
DPrepB_data,hpso01,65000.0,32.0,8192.0,0.00520093696,0.0,0.00293507621587765,21.536680982526658,53.841702456316646,53.841702456316646,4.514702222222222,29.718609915943095,0.07315391179010805,4.514702222222222,53.841702456316646,0.010355211859450816,4.514702222222222,0.0,4.514702222222222,4.514702222222222,0.0,4.514702222222222,0.0,0.0,0.0,0.007337690539694124,29.718609915943095,0.010355211859450816
DPrepC,hpso01,65000.0,32.0,8192.0,0.00520093696,0.0,0.004066255755726121,0.0004935489391829027,0.00370161704387177,0.012309299933333333,0.0,0.001985433545867884,1.2669463461136783e-06,0.0,0.0031390186007311965,0.00848463186326303,7.945875911111112e-07,0.0,0.0003814020437333334,0.008292521155697778,0.0,0.00011084496896,0.0,0.0,0.0,0.030496918167945905,0.001985433545867884,0.00848463186326303
DPrepC_data,hpso01,65000.0,32.0,8192.0,0.00520093696,0.0,0.0024458968465647076,44.86808538026387,336.5106403519791,336.5106403519791,4.514702222222222,4074.3756345797337,0.899819848092101,4.514702222222222,336.5106403519791,0.10091590852587798,4.514702222222222,0.0,4.514702222222222,4.514702222222222,0.0,4.514702222222222,0.0,0.0,0.0,0.018344226349235312,4074.3756345797337,0.10091590852587798
DPrepD,hpso01,65000.0,32.0,8192.0,0.00520093696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003814020437333334,0.0,0.0,0.00011084496896,0.0,0.0,0.0,0.0,0.0,0.0
DPrepD_data,hpso01,65000.0,32.0,8192.0,0.00520093696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.514702222222222,0.0,0.0,4.514702222222222,0.0,0.0,0.0,0.0,0.0,0.0
Ingest,hpso02a,65000.0,32.0,8192.0,0.0004334114133333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0688484693333334e-05,3.0758229333333336e-07,1.566355911111111e-07,0.0006248810257066667,0.0,0.0,0.0
Ingest_data,hpso02a,65000.0,32.0,8192.0,0.0004334114133333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCAL,hpso02a,65000.0,32.0,8192.0,0.0008668228266666666,0.0,0.0005544494314671637,0.000471007213087858,9.420144261757161e-05,0.0,0.00029226376305777784,0.00019089390670327602,8.496904489168568e-07,0.00029226376305777784,0.0,0.0007926676004786488,7.223523555555555e-08,0.0,3.467291306666667e-05,0.0007538655596088889,1.4604333511111112e-06,1.007681536e-05,0.0,0.0,0.0,0.00011088988629343274,0.00019089390670327602,0.0007926676004786488
RCAL_data,hpso02a,65000.0,32.0,8192.0,0.0008668228266666666,0.0,0.01748096863868306,61.11685290932414,12.223370581864827,0.0,4.514702222222222,2.072410512696636,0.022969573121671083,4.514702222222222,0.0,0.004608203738063897,4.514702222222222,0.0,4.514702222222222,4.514702222222222,4.514702222222222,4.514702222222222,0.0,0.0,0.0,0.003496193727736612,2.072410512696636,0.004608203738063897
FastImg,hpso02a,65000.0,32.0,8192.0,0.0004334114133333333,0.0,0.0013011890543709193,0.0,0.0,0.0,0.0,6.756491074293177e-06,1.1886529513937923e-07,0.0,0.0,1.2176454296744856e-05,3.611761777777777e-08,0.0,4.334114133333334e-06,0.0007538655596088889,0.0,5.03840768e-06,0.0,0.0,0.0,0.0013011890543709193,6.756491074293177e-06,1.2176454296744856e-05
FastImg_data,hpso02a,65000.0,32.0,8192.0,0.0004334114133333333,0.0,0.011006535809541189,0.0,0.0,0.0,4.514702222222222,877.0730216492129,1.8572702365528004,4.514702222222222,0.0,0.04799671387913184,4.514702222222222,0.0,4.514702222222222,4.514702222222222,0.0,4.514702222222222,0.0,0.0,0.0,0.011006535809541189,877.0730216492129,0.04799671387913184
