Pipeline,hpso,Baseline,Image Spectral Fitting,IFFT,Reprojection Predict,Reprojection,Subtract Image Component,Phase Rotation Predict,Degrid,Visibility Weighting,Phase Rotation,Identify Component,Gridding Kernel Update,Subtract Visibility,Source Find,Correct,DFT,Solve,Flag,Average,Receive,Demix,FFT,Grid,Degridding Kernel Update
FastImg_data,hpso38a,150000.0,-1.0,2.952705773273388,-1.0,-1.0,-1.0,0.0,0.006778541109482365,0.0005480784024310528,0.0,-1.0,0.003492679538621521,0.1296426028519678,-1.0,0.1296426028519678,0.1296426028519678,-1.0,0.1296426028519678,-1.0,-1.0,-1.0,2.952618832464724,13638.65268128791,0.003492679538621521
ICAL,hpso38a,150000.0,-1.0,0.057038729530420655,0.0358743188144464,0.0071748637628892805,4.19635225e-05,0.12109453387661138,0.08812017838831188,0.0003646940152321093,0.12109453387661138,0.00017159099820983817,0.03360904784856183,0.0005406005976634437,1.875e-12,0.0086496095626151,4.547675652193248,0.014416920032155832,0.07541378337405039,-1.0,-1.0,-1.0,0.011407745906084133,0.08812017838831188,0.03360904784856183
ICAL_data,hpso38a,150000.0,-1.0,5.740078802458137,5.739891010311425,1.1479782020622848,0.0014947632839352667,51.89765737569059,0.27352051142408196,0.03796701135701499,0.27352051142408196,1.6e-09,19.028467842747425,3.243603585980662,1.44e-08,3.243603585980662,3.243603585980662,1.5297706666666669e-07,3.243603585980662,-1.0,-1.0,-1.0,1.1479782020622848,2211.248449526758,19.028467842747425
DPrepA,hpso38a,150000.0,-1.0,0.044533824570130054,0.004698901498424763,0.004698901498424763,2.564437486111111e-06,0.0,0.08024096593482945,6.219689598411886e-05,0.0,2.261156555227381e-06,0.0021807848114262854,0.00018353784938121174,-1.0,0.002936605590099388,3.08793816541979,-1.0,0.025603529988679034,-1.0,-1.0,-1.0,0.044533824570130054,0.08024096593482945,0.0021807848114262854
DPrepA_data,hpso38a,150000.0,-1.0,0.751837522371508,0.7518242397479622,0.7518242397479622,0.00039157512486873023,0.0,0.23323835994044573,0.003156760057832892,0.0,1.2222222222222223e-11,1.9166409529204889,1.1012270962872706,-1.0,1.1012270962872706,1.1012270962872706,-1.0,1.1012270962872706,-1.0,-1.0,-1.0,0.7518242397479622,2681.7166986410284,1.9166409529204889
DPrepB,hpso38a,150000.0,-1.0,0.015777565427621095,0.009397802996849527,0.04698901498424764,0.0025644374861111107,0.0,0.08723851260623183,0.00012439379196823772,0.0,0.0011305782776136904,0.010627981861733799,0.0003670756987624235,-1.0,0.005873211180198776,3.08793816541979,-1.0,0.05120705997735807,-1.0,-1.0,-1.0,0.07888782713810548,0.08723851260623183,0.010627981861733799
DPrepB_data,hpso38a,150000.0,-1.0,1.503675044743016,1.5036484794959244,7.5182423974796215,0.19578756243436513,0.0,0.0932953439761783,0.006313520115665784,0.0,6.111111111111111e-09,39.16255074646004,2.202454192574541,-1.0,2.202454192574541,2.202454192574541,-1.0,2.202454192574541,-1.0,-1.0,-1.0,7.5182423974796215,1072.6866794564112,39.16255074646004
Ingest,hpso38b,150000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.010152151800685712,0.00029214825325714285,0.0001461304123428571,0.5930699847811198,-1.0,-1.0,-1.0
Ingest_data,hpso38b,150000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4382223798857142,0.43379589119999995,0.4382223798857142,0.4382223798857142,-1.0,-1.0,-1.0
RCAL,hpso38b,150000.0,-1.0,0.014495586802212917,0.0089685797036116,0.0017937159407223201,-1.0,0.02530476032,0.026957439842347008,9.041837595001174e-05,0.02530476032,-1.0,0.007830678774397604,7.22993152e-05,-1.0,0.0011567890432,0.6082010209133714,0.00144628435712,0.010085754470399997,-1.0,-1.0,-1.0,0.0028991173604425826,0.026957439842347008,0.007830678774397604
RCAL_data,hpso38b,150000.0,-1.0,1.4350118759417545,1.434972752577856,0.2869945505155712,-1.0,10.844897279999998,0.0678137819625088,0.007753151491533548,0.0678137819625088,-1.0,8.384219526558361,0.43379589119999995,-1.0,0.43379589119999995,0.43379589119999995,5.0432e-08,0.43379589119999995,-1.0,-1.0,-1.0,0.2869945505155712,663.3670263394237,8.384219526558361
FastImg,hpso38b,150000.0,-1.0,0.029621414841439205,-1.0,-1.0,-1.0,0.0,0.000393127493988164,9.038054812643152e-06,0.0,-1.0,6.796567132835783e-05,2.1607100475327966e-05,-1.0,8.642840190131187e-05,0.3635293233890066,-1.0,0.003014190516308251,-1.0,-1.0,-1.0,0.029621414841439205,0.000393127493988164,6.796567132835783e-05
FastImg_data,hpso38b,150000.0,-1.0,2.952705773273388,-1.0,-1.0,-1.0,0.0,0.006778541109482365,0.0005480784024310528,0.0,-1.0,0.003492679538621521,0.1296426028519678,-1.0,0.1296426028519678,0.1296426028519678,-1.0,0.1296426028519678,-1.0,-1.0,-1.0,2.952618832464724,13638.65268128791,0.003492679538621521
ICAL,hpso38b,150000.0,-1.0,0.1304602812199162,0.08071721733250439,0.01614344346650088,4.19635225e-05,0.22774284288,0.24261695858112306,0.0008137653835501056,0.22774284288,0.00027068005909713585,0.07047610896957841,0.0006506938367999999,1.875e-12,0.010411101388799998,5.473809188220343,0.017352739742464,0.09077179023359998,-1.0,-1.0,-1.0,0.026092056243983242,0.24261695858112306,0.07047610896957841
ICAL_data,hpso38b,150000.0,-1.0,12.915106883475795,12.914754773200706,2.5829509546401406,0.0033632173888543493,97.60407551999998,0.6103240376625793,0.06977836342380193,0.6103240376625793,2.5e-09,75.45797573902524,3.9041630207999996,1.44e-08,3.9041630207999996,3.9041630207999996,1.5297706666666669e-07,3.9041630207999996,-1.0,-1.0,-1.0,2.5829509546401406,5970.303237054813,75.45797573902524
DPrepA,hpso38b,150000.0,-1.0,0.044533824570130054,0.004698901498424763,0.004698901498424763,2.564437486111111e-06,0.0,0.08024096593482945,6.219689598411886e-05,0.0,2.261156555227381e-06,0.0021807848114262854,0.00018353784938121174,-1.0,0.002936605590099388,3.08793816541979,-1.0,0.025603529988679034,-1.0,-1.0,-1.0,0.044533824570130054,0.08024096593482945,0.0021807848114262854
DPrepA_data,hpso38b,150000.0,-1.0,0.751837522371508,0.7518242397479622,0.7518242397479622,0.00039157512486873023,0.0,0.23323835994044573,0.003156760057832892,0.0,1.2222222222222223e-11,1.9166409529204889,1.1012270962872706,-1.0,1.1012270962872706,1.1012270962872706,-1.0,1.1012270962872706,-1.0,-1.0,-1.0,0.7518242397479622,2681.7166986410284,1.9166409529204889
DPrepB,hpso38b,150000.0,-1.0,0.015777565427621095,0.009397802996849527,0.04698901498424764,0.0025644374861111107,0.0,0.08723851260623183,0.00012439379196823772,0.0,0.0011305782776136904,0.010627981861733799,0.0003670756987624235,-1.0,0.005873211180198776,3.08793816541979,-1.0,0.05120705997735807,-1.0,-1.0,-1.0,0.07888782713810548,0.08723851260623183,0.010627981861733799
DPrepB_data,hpso38b,150000.0,-1.0,1.503675044743016,1.5036484794959244,7.5182423974796215,0.19578756243436513,0.0,0.0932953439761783,0.006313520115665784,0.0,6.111111111111111e-09,39.16255074646004,2.202454192574541,-1.0,2.202454192574541,2.202454192574541,-1.0,2.202454192574541,-1.0,-1.0,-1.0,7.5182423974796215,1072.6866794564112,39.16255074646004
Ingest,hpso04b,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0034299095386638467,9.870243276730496e-05,4.937375979979226e-05,0.20037355620152356,-1.0,-1.0,-1.0
Ingest_data,hpso04b,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.14805364915095742,0.1462807627667931,0.14805364915095742,0.14805364915095742,-1.0,-1.0,-1.0
RCAL,hpso04b,32500.0,-1.0,0.004288972687195515,0.000391582684533951,7.831653690679023e-05,-1.0,0.0018997467396744793,0.001749889949302976,7.99195071679565e-06,0.0018997467396744793,-1.0,0.003315097504312973,5.42784782764137e-06,-1.0,8.684556524226192e-05,0.054232595361384126,0.00010885500967282737,0.0007571847719559711,-1.0,-1.0,-1.0,0.0008577945374391027,0.001749889949302976,0.003315097504312973
RCAL_data,hpso04b,32500.0,-1.0,0.06266140449402503,0.06265322952543217,0.012530645905086435,-1.0,0.8141771741462055,0.005993963037596738,0.0029000864472400073,0.005993963037596738,-1.0,9.06425775591678,0.032567086965848216,-1.0,0.032567086965848216,0.032567086965848216,5.0432e-08,0.032567086965848216,-1.0,-1.0,-1.0,0.012530645905086435,3.207272753522206,9.06425775591678
FastImg,hpso04b,32500.0,-1.0,0.0011113259972660595,-1.0,-1.0,-1.0,0.0,4.834879516396861e-05,1.1358295206100676e-06,0.0,-1.0,4.7001260855615665e-05,1.685654582982822e-06,-1.0,6.742618331931288e-06,0.03368459316505742,-1.0,0.00023514881432610375,-1.0,-1.0,-1.0,0.0011113259972660595,4.834879516396861e-05,4.7001260855615665e-05
FastImg_data,hpso04b,32500.0,-1.0,0.12893427673150698,-1.0,-1.0,-1.0,0.0,0.0008518721404575508,0.00032858236977162836,0.0,-1.0,0.0036155534814593785,0.010113927497896934,-1.0,0.010113927497896934,0.010113927497896934,-1.0,0.010113927497896934,-1.0,-1.0,-1.0,0.12891611013463408,65.9385366355503,0.0036155534814593785
PSS,hpso04b,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
PSS_data,hpso04b,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Ingest,hpso04c,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0034736891042037306,9.996227637996347e-05,5.000396935160088e-05,0.20293103873522034,-1.0,-1.0,-1.0
Ingest_data,hpso04c,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1499434145699452,0.14814789896049801,0.1499434145699452,0.1499434145699452,-1.0,-1.0,-1.0
RCAL,hpso04c,32500.0,-1.0,0.002272030709984616,0.0004119614718216967,8.239229436433932e-05,-1.0,0.0011045253296931862,0.001050733865201444,4.646567091061921e-06,0.0011045253296931862,-1.0,0.0019420368630912782,3.155786656266247e-06,-1.0,5.049258650025995e-05,0.03153118993214539,6.341378624532495e-05,0.0004402322385491414,-1.0,-1.0,-1.0,0.00045440614199692325,0.001050733865201444,0.0019420368630912782
RCAL_data,hpso04c,32500.0,-1.0,0.06592222048349239,0.06591383549147146,0.013182767098294293,-1.0,0.473367998439937,0.0034849253182964407,0.0029371033199175685,0.0034849253182964407,-1.0,3.378949663937427,0.01893471993759748,-1.0,0.01893471993759748,0.01893471993759748,5.0432e-08,0.01893471993759748,-1.0,-1.0,-1.0,0.013182767098294293,1.9370407244942853,3.378949663937427
FastImg,hpso04c,32500.0,-1.0,0.0011722638070178581,-1.0,-1.0,-1.0,0.0,2.715721143095465e-05,6.559999027168881e-07,0.0,-1.0,2.6363844429202382e-05,9.800505583510686e-07,-1.0,3.9202022334042746e-06,0.019584441956563954,-1.0,0.00013671705288997407,-1.0,-1.0,-1.0,0.0011722638070178581,2.715721143095465e-05,2.6363844429202382e-05
FastImg_data,hpso04c,32500.0,-1.0,0.1356438092239796,-1.0,-1.0,-1.0,0.0,0.0004919999270376662,0.0003292567888609044,0.0,-1.0,0.0005650489381648319,0.005880303350106411,-1.0,0.005880303350106411,0.005880303350106411,-1.0,0.005880303350106411,-1.0,-1.0,-1.0,0.13562517590837753,39.82376823833515,0.0005650489381648319
PSS,hpso04c,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
PSS_data,hpso04c,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Ingest,hpso05b,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.003457097390143216,9.948481698253859e-05,4.976513060222389e-05,0.20196179615844784,-1.0,-1.0,-1.0
Ingest_data,hpso05b,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1492272254738079,0.14744028595758307,0.1492272254738079,0.1492272254738079,-1.0,-1.0,-1.0
RCAL,hpso05b,32500.0,-1.0,0.0050773129564163424,0.0004041469191192436,8.08293838238487e-05,-1.0,0.0020069758850400406,0.0028500139216738065,1.3599978139388979e-05,0.0020069758850400406,-1.0,0.004140727767324278,8.959713772500181e-06,-1.0,0.0001433554203600029,0.08952139908995399,0.00017949232857000365,0.0012498800712637751,-1.0,-1.0,-1.0,0.0010154625912832686,0.0028500139216738065,0.004140727767324278
RCAL_data,hpso05b,32500.0,-1.0,0.06467015112566647,0.06466350705907899,0.012932701411815796,-1.0,0.8601325221600175,0.010199983604541735,0.002405057348223948,0.010199983604541735,-1.0,7.036657477421266,0.05375828263500109,-1.0,0.05375828263500109,0.05375828263500109,5.0432e-08,0.05375828263500109,-1.0,-1.0,-1.0,0.012932701411815796,6.776060336894304,7.036657477421266
FastImg,hpso05b,32500.0,-1.0,0.0011488782267602632,-1.0,-1.0,-1.0,0.0,7.757907242144088e-05,1.8671488147312689e-06,0.0,-1.0,7.560679835355952e-05,2.7824989547679042e-06,-1.0,1.1129995819071617e-05,0.055602936817399834,-1.0,0.0003881586041901227,-1.0,-1.0,-1.0,0.0011488782267602632,7.757907242144088e-05,7.560679835355952e-05
FastImg_data,hpso05b,32500.0,-1.0,0.1330709394011771,-1.0,-1.0,-1.0,0.0,0.0014003616110484516,0.00032900119544538664,0.0,-1.0,0.0020608698052058914,0.01669499372860743,-1.0,0.01669499372860743,0.01669499372860743,-1.0,0.01669499372860743,-1.0,-1.0,-1.0,0.13305248366065628,111.45293701270586,0.0020608698052058914
PST,hpso05b,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
PST_data,hpso05b,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Ingest,hpso13,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0020878938811819945,6.008327715631639e-05,3.0064122156027866e-05,0.12197667031121678,-1.0,-1.0,-1.0
Ingest_data,hpso13,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.09012491573447458,0.08904570399673016,0.09012491573447458,0.09012491573447458,-1.0,-1.0,-1.0
RCAL,hpso13,32500.0,-1.0,0.0027523570513292156,0.0003874416082354025,7.74883216470805e-05,-1.0,0.0009183675142551723,0.0009654690115110863,3.863435976941947e-06,0.0009183675142551723,-1.0,0.0019140139097245034,2.6239071835862064e-06,-1.0,4.19825149373793e-05,0.026216891311615077,5.277619679172413e-05,0.00036603505211027574,-1.0,-1.0,-1.0,0.0005504714102658433,0.0009654690115110863,0.0019140139097245034
RCAL_data,hpso13,32500.0,-1.0,0.06199878894528782,0.06199065731766442,0.012398131463532882,-1.0,0.393586077537931,0.00289757698270646,0.0028923885830345725,0.00289757698270646,-1.0,6.493651759044364,0.01574344310151724,-1.0,0.015743443101517242,0.01574344310151724,5.0432e-08,0.015743443101517242,-1.0,-1.0,-1.0,0.012398131463532882,1.5381340979618068,6.493651759044364
FastImg,hpso13,32500.0,-1.0,0.001098962098935213,-1.0,-1.0,-1.0,0.0,2.3221398398977884e-05,5.498467378180163e-07,0.0,-1.0,2.2734104054131193e-05,8.148720221864018e-07,-1.0,3.259488088745608e-06,0.016283663821780918,-1.0,0.00011367464709500305,-1.0,-1.0,-1.0,0.001098962098935213,2.3221398398977884e-05,2.2734104054131193e-05
FastImg_data,hpso13,32500.0,-1.0,0.1275708631183079,-1.0,-1.0,-1.0,0.0,0.0004123850533635122,0.00032844212057737526,0.0,-1.0,0.0013403034715985212,0.004889232133118411,-1.0,0.004889232133118411,0.004889232133118411,-1.0,0.004889232133118411,-1.0,-1.0,-1.0,0.1275527928347004,31.622599638269442,0.0013403034715985212
ICAL,hpso13,32500.0,-1.0,0.024771213460816052,0.003486974474118623,0.0006973948948237245,2.098176125e-05,0.00826530762829655,0.008689221103792038,3.4770923792477526e-05,0.00826530762829655,0.00013131762106636033,0.017226125188016434,2.361516465227586e-05,1.875e-12,0.00037784263443641376,0.2359520218045357,0.0006303139600926896,0.0032943154689924824,-1.0,-1.0,-1.0,0.0049542426921632115,0.008689221103792038,0.017226125188016434
ICAL_data,hpso13,32500.0,-1.0,0.5579891005075903,0.5579159158589797,0.11158318317179594,7.264530154413797e-05,3.542274697841379,0.026078192844358142,0.026031497247311155,0.026078192844358142,1.25e-09,58.44286583416869,0.14169098791365511,1.44e-08,0.14169098791365514,0.14169098791365511,9.750186666666666e-08,0.14169098791365514,-1.0,-1.0,-1.0,0.11158318317179594,13.843206881656261,58.44286583416869
DPrepA,hpso13,32500.0,-1.0,0.0029486904534746536,0.00020299200248577898,0.00020299200248577898,1.2822187430555555e-06,0.0,0.0033292421500182886,2.3341453836553306e-06,0.0,6.622543717867132e-07,0.0008215907332663552,5.3451145938631255e-06,-1.0,8.552183350181001e-05,0.10681192477541247,-1.0,0.0007456434858439061,-1.0,-1.0,-1.0,0.0029486904534746536,0.0033292421500182886,0.0008215907332663552
DPrepA_data,hpso13,32500.0,-1.0,0.032481481135498015,0.03247872039772464,0.03247872039772464,8.458000103574126e-06,0.0,0.00875304518870749,0.001080038712928686,0.0,6.111111111111111e-12,3.520918043554313,0.032070687563178754,-1.0,0.032070687563178754,0.032070687563178754,-1.0,0.032070687563178754,-1.0,-1.0,-1.0,0.03247872039772464,6.2176285245158205,3.520918043554313
DPrepB,hpso13,32500.0,-1.0,0.0018461980828627308,0.0001623936019886232,0.0001623936019886232,0.00020515499888888887,0.0,0.0007945095705244059,2.3341453836553306e-06,0.0,0.00010596069948587408,0.0010621664112950738,5.3451145938631255e-06,-1.0,8.552183350181001e-05,0.10681192477541247,-1.0,0.0007456434858439061,-1.0,-1.0,-1.0,0.0018461980828627308,0.0007945095705244059,0.0010621664112950738
DPrepB_data,hpso13,32500.0,-1.0,0.025985184908398413,0.025982976318179713,0.025982976318179713,0.00135328001657186,0.0,0.0017506090377414978,0.001080038712928686,0.0,9.777777777777778e-10,6.6947351391325345,0.032070687563178754,-1.0,0.032070687563178754,0.032070687563178754,-1.0,0.032070687563178754,-1.0,-1.0,-1.0,0.025982976318179713,1.243525704903164,6.6947351391325345
DPrepC,hpso13,32500.0,-1.0,0.0012518942606109425,0.00020299200248577898,0.0032478720397724637,0.004103099977777778,0.0,0.006345164219933084,1.181565817545372e-05,0.0,0.0021192139897174816,0.008041701371395418,1.7751288117121205e-05,-1.0,0.0002840206098739393,0.35472565044901566,-1.0,0.0024763046923384083,-1.0,-1.0,-1.0,0.02003030816977508,0.006345164219933084,0.008041701371395418
DPrepC_data,hpso13,32500.0,-1.0,0.032481481135498015,0.03247872039772464,0.5196595263635942,0.027065600331437203,0.0,0.00886174363159029,0.0019682451894259805,0.0,1.9555555555555553e-08,32.114181073143335,0.10650772870272723,-1.0,0.10650772870272723,0.10650772870272723,-1.0,0.10650772870272723,-1.0,-1.0,-1.0,0.5196595263635942,3.450381656581227,32.114181073143335
Ingest,hpso14,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0034876677888680536,0.00010036454068685048,5.020519338131748e-05,0.20374763527820097,-1.0,-1.0,-1.0
Ingest_data,hpso14,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1505468110302757,0.14874406997670803,0.1505468110302757,0.1505468110302757,-1.0,-1.0,-1.0
RCAL,hpso14,32500.0,-1.0,0.002398782153056547,0.00041863280418925653,8.37265608378513e-05,-1.0,0.001155007861595222,0.0011041864617402039,4.858937332185679e-06,0.001155007861595222,-1.0,0.002040444783234853,3.300022461700634e-06,-1.0,5.280035938721015e-05,0.032972328726219795,6.629850235401268e-05,0.00046035313340723853,-1.0,-1.0,-1.0,0.00047975643061130927,0.0011041864617402039,0.002040444783234853
RCAL_data,hpso14,32500.0,-1.0,0.06698970128320537,0.06698124867028105,0.013396249734056209,-1.0,0.4950033692550951,0.0036442029991392588,0.002948922696926864,0.0036442029991392588,-1.0,3.761183130176134,0.019800134770203804,-1.0,0.019800134770203804,0.019800134770203804,5.0432e-08,0.019800134770203804,-1.0,-1.0,-1.0,0.013396249734056209,2.050122882073045,3.761183130176134
FastImg,hpso14,32500.0,-1.0,0.0011922456960612852,-1.0,-1.0,-1.0,0.0,2.838351153474071e-05,6.845446411881915e-07,0.0,-1.0,2.73989743358119e-05,1.024843890873073e-06,-1.0,4.099375563492292e-06,0.02047955130918168,-1.0,0.00014296572277679368,-1.0,-1.0,-1.0,0.0011922456960612852,2.838351153474071e-05,2.73989743358119e-05
FastImg_data,hpso14,32500.0,-1.0,0.13784028290584224,-1.0,-1.0,-1.0,0.0,0.0005134084808911436,0.00032947212886403894,0.0,-1.0,0.0006501756878669989,0.006149063345238437,-1.0,0.006149063345238437,0.006149063345238437,-1.0,0.006149063345238437,-1.0,-1.0,-1.0,0.13782149932156598,42.148638790521005,0.0006501756878669989
ICAL,hpso14,32500.0,-1.0,0.011068132412077523,0.0016745312167570265,0.00033490624335140527,2.098176125e-05,0.002494832934318758,0.005149429729412606,2.1710183955527688e-05,0.002494832934318758,4.729617798003942e-05,0.007882425878694064,1.9800261383482208e-05,1.875e-12,0.0003168041821357153,0.19783523741981004,0.0005285832062581922,0.002762136462995768,-1.0,-1.0,-1.0,0.002213626482415505,0.005149429729412606,0.007882425878694064
ICAL_data,hpso14,32500.0,-1.0,0.26795542408765183,0.2679249946811242,0.053584998936224836,3.488606701577138e-05,1.0692141147080394,0.016282637966645766,0.011325436078789877,0.016282637966645766,4.5e-10,17.631733940124185,0.11880156830089325,1.44e-08,0.11880156830089325,0.11880156830089325,9.750186666666666e-08,0.11880156830089325,-1.0,-1.0,-1.0,0.053584998936224836,9.111442640960739,17.631733940124185
DPrepA,hpso14,32500.0,-1.0,0.002652240368424582,0.00021933398329531612,0.00021933398329531612,1.2822187430555555e-06,0.0,0.0036972112193745057,2.9355930224734603e-06,0.0,6.639566614543733e-07,0.0008448011052967003,6.722414129201944e-06,-1.0,0.0001075586260672311,0.13433463018770123,-1.0,0.0009377767710236711,-1.0,-1.0,-1.0,0.002652240368424582,0.0036972112193745057,0.0008448011052967003
DPrepA_data,hpso14,32500.0,-1.0,0.03509630704151502,0.03509343732725058,0.03509343732725058,9.138915970638172e-06,0.0,0.011008473834275476,0.00110114895792237,0.0,6.111111111111111e-12,2.493121476726483,0.04033448477521166,-1.0,0.04033448477521166,0.04033448477521166,-1.0,0.04033448477521166,-1.0,-1.0,-1.0,0.03509343732725058,8.287271222171896,2.493121476726483
DPrepB,hpso14,32500.0,-1.0,0.0015569636560107392,0.00021933398329531612,0.0003290009749429742,0.00038466562291666667,0.0,0.001039559387938326,2.9355930224734603e-06,0.0,0.000199186998436312,0.0013047634405530916,6.722414129201944e-06,-1.0,0.0001075586260672311,0.13433463018770123,-1.0,0.0009377767710236711,-1.0,-1.0,-1.0,0.0023354454840161087,0.001039559387938326,0.0013047634405530916
DPrepB_data,hpso14,32500.0,-1.0,0.03509630704151502,0.03509343732725058,0.052640155990875875,0.0027416747911914517,0.0,0.002201694766855095,0.00110114895792237,0.0,1.8333333333333334e-09,6.099050219265769,0.04033448477521166,-1.0,0.04033448477521166,0.04033448477521166,-1.0,0.04033448477521166,-1.0,-1.0,-1.0,0.052640155990875875,1.657454244434379,6.099050219265769
DPrepC,hpso14,32500.0,-1.0,0.0005721793948588437,0.00016280032464239337,0.0040700081160598344,0.006411093715277778,0.0,0.0070607436134707945,1.5521798359211232e-05,0.0,0.003290338693390135,0.0025784618606198764,1.759617954211666e-05,-1.0,0.00028153887267386656,0.35162610128978367,-1.0,0.002454667046125274,-1.0,-1.0,-1.0,0.01430448487147109,0.0070607436134707945,0.0025784618606198764
DPrepC_data,hpso14,32500.0,-1.0,0.02605052431199538,0.026048051942782945,0.6512012985695736,0.03391673430049862,0.0,0.011641348769408425,0.0018626158031053478,0.0,3.0555555555555556e-08,6.820483838756236,0.10557707725269996,-1.0,0.10557707725269996,0.10557707725269996,-1.0,0.10557707725269996,-1.0,-1.0,-1.0,0.6512012985695736,3.9075786467993066,6.820483838756236
Ingest,hpso15,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0034172025900270336,9.833676518063407e-05,4.919084248879323e-05,0.19963125100058163,-1.0,-1.0,-1.0
Ingest_data,hpso15,32500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1475051477709511,0.14573882948310782,0.1475051477709511,0.1475051477709511,-1.0,-1.0,-1.0
RCAL,hpso15,32500.0,-1.0,0.001959828817427568,0.0003858119923408191,7.71623984681638e-05,-1.0,0.000905961970668304,0.0008672839258579164,3.811248104181572e-06,0.000905961970668304,-1.0,0.0016280978105872679,2.5884627733380113e-06,-1.0,4.141540437340818e-05,0.02586274682933534,5.206730858676024e-05,0.0003610905568806526,-1.0,-1.0,-1.0,0.00039196576348551367,0.0008672839258579164,0.0016280978105872679
RCAL_data,hpso15,32500.0,-1.0,0.06173803328293841,0.06172991877453106,0.012345983754906212,-1.0,0.3882694160007017,0.002858436078136179,0.002889342359353144,0.002858436078136179,-1.0,2.728121219116643,0.015530776640028068,-1.0,0.015530776640028068,0.015530776640028068,5.0432e-08,0.015530776640028068,-1.0,-1.0,-1.0,0.012345983754906212,1.5125680346001769,2.728121219116643
