Pipeline,hpso,Image Spectral Fitting,IFFT,Reprojection Predict,Reprojection,Subtract Image Component,Phase Rotation Predict,Degrid,Visibility Weighting,Phase Rotation,Identify Component,Gridding Kernel Update,Subtract Visibility,Source Find,Correct,DFT,Solve,Flag,Average,Receive,Demix,FFT,Grid,Degridding Kernel Update
DPrepB,hpso14,-1.0,1.73262434023362e-05,3.4270934889893144e-06,5.140640233483972e-06,0.00038466562291666667,0.0,4.288709826497641e-05,2.4886965912910324e-07,0.0,0.00019243990812986425,0.00015386459350434707,6.221741478227581e-08,-1.0,9.95478636516413e-07,0.0020994858925456814,-1.0,8.679329362127474e-06,-1.0,-1.0,-1.0,2.5989365103504295e-05,4.288709826497641e-05,0.00015386459350434707
DPrepB_data,hpso14,-1.0,0.0005486936725213439,0.0005483349582382903,0.0008225024373574356,4.283866861236643e-05,0.0,0.00018665224434682743,0.00036961887889622175,0.0,1.8333333333333334e-09,0.04757695626723049,0.0003733044886936548,-1.0,0.0003733044886936548,0.0003733044886936548,-1.0,0.0003733044886936548,-1.0,-1.0,-1.0,0.0008225024373574356,0.0011083298097851453,0.04757695626723049
DPrepC,hpso14,-1.0,1.0971224589862835e-05,2.5437550725373964e-06,6.359387681343491e-05,0.006411093715277778,0.0,0.0008962618549251778,5.21014860587947e-06,0.0,0.0032068717300725025,0.0005979046645812722,1.302537151469868e-06,-1.0,2.084059442351789e-05,0.04395326266122296,-1.0,0.0001817039326300465,-1.0,-1.0,-1.0,0.0002742806147465709,0.0008962618549251778,0.0005979046645812722
DPrepC_data,hpso14,-1.0,0.0004073098577575374,0.0004070008116059835,0.010175020290149588,0.000529948973445291,0.0,0.003907611454409603,0.0006252178327055365,0.0,3.0555555555555556e-08,0.03892103100297961,0.007815222908819206,-1.0,0.007815222908819206,0.007815222908819206,-1.0,0.007815222908819206,-1.0,-1.0,-1.0,0.010175020290149588,0.010182746443938432,0.03892103100297961
Ingest,hpso15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.00025504045876392827,7.339293777379229e-06,3.67245437599914e-06,0.014903314690970256,-1.0,-1.0,-1.0
Ingest_data,hpso15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.011008940666068844,0.01078815088008844,0.011008940666068844,0.011008940666068844,-1.0,-1.0,-1.0
RCAL,hpso15,-1.0,7.192209751034703e-05,4.186328041892568e-06,8.372656083785136e-07,-1.0,0.0,3.7372107375233786e-05,1.916255156906129e-07,0.0,-1.0,9.037327016793521e-05,2.3953189461326612e-08,-1.0,3.832510313812258e-07,0.00040414234126821434,7.771169092265323e-07,3.341469929855062e-06,-1.0,-1.0,-1.0,1.4384419502069406e-05,3.7372107375233786e-05,9.037327016793521e-05
RCAL_data,hpso15,-1.0,0.0006699815389612973,0.000669812486702811,0.00013396249734056218,-1.0,0.0,0.0001437191367679597,0.0001316912949229546,0.0,-1.0,0.04299310467214743,0.00014371913676795967,-1.0,0.00014371913676795967,0.00014371913676795967,5.0432e-08,0.00014371913676795967,-1.0,-1.0,-1.0,0.00013396249734056218,0.002924693495840263,0.04299310467214743
FastImg,hpso15,-1.0,1.337414465181826e-05,-1.0,-1.0,-1.0,0.0,5.224969785396164e-06,1.2899754976796306e-07,0.0,-1.0,1.1335087094045388e-05,1.6124693720995376e-08,-1.0,6.44987748839815e-08,0.0005441172235670223,-1.0,2.2493947740788557e-06,-1.0,-1.0,-1.0,1.337414465181826e-05,5.224969785396164e-06,1.1335087094045388e-05
FastImg_data,hpso15,-1.0,0.001986883620343702,-1.0,-1.0,-1.0,0.0,9.674816232597229e-05,0.00018481426442647133,0.0,-1.0,3.1320444512923653e-07,9.674816232597227e-05,-1.0,9.674816232597227e-05,9.674816232597227e-05,-1.0,9.674816232597227e-05,-1.0,-1.0,-1.0,0.001984629590230551,0.02080221887854397,3.1320444512923653e-07
ICAL,hpso15,-1.0,0.00019987044298999692,1.6745312167570276e-05,3.3490624335140552e-06,3.814865681818181e-05,0.0,0.00020435957221104725,1.14981311432641e-06,0.0,9.538749934864351e-06,0.0005695532324080534,1.4372663929080125e-07,3.409090909090909e-12,2.29962622865282e-06,0.002424980631467837,4.408946413088034e-06,2.0049866181066773e-05,-1.0,-1.0,-1.0,3.997408859799939e-05,0.00020435957221104725,0.0005695532324080534
ICAL_data,hpso15,-1.0,0.0026802642603621623,0.002679249946811244,0.0005358499893622488,6.342921275594799e-07,0.0,0.0008623598357448076,0.0011852216543065915,0.0,9.090909090909091e-11,0.1252631084820396,0.0008623598357448075,1.44e-08,0.0008623598357448075,0.0008623598357448075,9.750186666666666e-08,0.0008623598357448075,-1.0,-1.0,-1.0,0.0005358499893622488,0.007800573804638554,0.1252631084820396
DPrepA,hpso15,-1.0,1.8877648481829554e-05,3.1584093594525543e-06,3.1584093594525543e-06,2.331306805555555e-06,0.0,0.0001647861611360006,1.9520877618333247e-07,0.0,1.1662515863685829e-06,0.00011886745032817969,4.880219404583312e-08,-1.0,7.8083510473333e-07,0.0016467980594026814,-1.0,6.8079060693937225e-06,-1.0,-1.0,-1.0,1.8877648481829554e-05,0.0001647861611360006,0.00011886745032817969
DPrepA_data,hpso15,-1.0,0.0005056898632241401,0.0005053454975124087,0.0005053454975124087,2.392734363221632e-07,0.0,0.0007320329106874968,0.00036215106103812514,0.0,1.111111111111111e-11,0.021899221527145078,0.0002928131642749987,-1.0,0.00029281316427499877,0.0002928131642749987,-1.0,0.00029281316427499877,-1.0,-1.0,-1.0,0.0005053454975124087,0.004088698472068361,0.021899221527145078
DPrepB,hpso15,-1.0,1.4334424293580519e-05,3.1584093594525543e-06,4.105932167288321e-06,0.0006061397694444443,0.0,3.364075674418002e-05,1.9520877618333247e-07,0.0,0.00030322541245583154,0.00012189422996184813,4.880219404583312e-08,-1.0,7.8083510473333e-07,0.0016467980594026814,-1.0,6.8079060693937225e-06,-1.0,-1.0,-1.0,1.8634751581654678e-05,3.364075674418002e-05,0.00012189422996184813
DPrepB_data,hpso15,-1.0,0.0005056898632241401,0.0005053454975124087,0.0006569491467661314,6.221109344376242e-05,0.0,0.00014640658213749939,0.00036215106103812514,0.0,2.888888888888888e-09,0.04073997257132072,0.0002928131642749987,-1.0,0.00029281316427499877,0.0002928131642749987,-1.0,0.00029281316427499877,-1.0,-1.0,-1.0,0.0006569491467661314,0.0008177396944136722,0.04073997257132072
DPrepC,hpso15,-1.0,1.0511182852482196e-05,2.2244506477995807e-06,2.7805633097494753e-05,0.005828267013888888,0.0,0.00042627584463960993,2.519167155970665e-06,0.0,0.0029151867506223795,0.0005558955740245197,6.297917889926662e-07,-1.0,1.007666862388266e-05,0.021251911235114225,-1.0,8.785595456447696e-05,-1.0,-1.0,-1.0,0.00013138978565602747,0.00042627584463960993,0.0005558955740245197
DPrepC_data,hpso15,-1.0,0.00035620110314099363,0.00035591210364793285,0.0044489012955991605,0.0004212974711741628,0.0,0.0018893753669779988,0.0006046001174329596,0.0,2.7777777777777774e-08,0.023763271983594986,0.0037787507339559975,-1.0,0.0037787507339559975,0.0037787507339559975,-1.0,0.0037787507339559975,-1.0,-1.0,-1.0,0.0044489012955991605,0.004452513789262421,0.023763271983594986
Ingest,hpso18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.00025598883274072454,7.366585114840992e-06,3.686110484437969e-06,0.014958716106017634,-1.0,-1.0,-1.0
Ingest_data,hpso18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.01104987767226149,0.010828266874240954,0.01104987767226149,0.01104987767226149,-1.0,-1.0,-1.0
RCAL,hpso18,-1.0,0.00014096394319617863,4.248944059613185e-06,8.49788811922637e-07,-1.0,0.0,7.756322579050507e-05,4.0182682855289046e-07,0.0,-1.0,0.0001859997177124362,5.02283535691113e-08,-1.0,8.036536571057808e-07,0.0008474614389971958,1.302620191382226e-06,7.006855322891027e-06,-1.0,-1.0,-1.0,2.8192788639235727e-05,7.756322579050507e-05,0.0001859997177124362
RCAL_data,hpso18,-1.0,0.0006800013613837936,0.0006798310495381095,0.00013596620990762192,-1.0,0.0,0.00030137012141466784,0.00013218099211719913,0.0,-1.0,0.08106378062801682,0.00030137012141466784,-1.0,0.00030137012141466784,0.00030137012141466784,5.0432e-08,0.00030137012141466784,-1.0,-1.0,-1.0,0.00013596620990762192,0.00620156013538373,0.08106378062801682
FastImg,hpso18,-1.0,1.358773147288923e-05,-1.0,-1.0,-1.0,0.0,1.0917648174522416e-05,2.6949761923972125e-07,0.0,-1.0,2.3639726359396074e-05,3.3687202404965156e-08,-1.0,1.3474880961986062e-07,0.0011367525709008294,-1.0,4.6993647354926385e-06,-1.0,-1.0,-1.0,1.358773147288923e-05,1.0917648174522416e-05,2.3639726359396074e-05
FastImg_data,hpso18,-1.0,0.002016585045462777,-1.0,-1.0,-1.0,0.0,0.00020212321442979092,0.00018481426442647133,0.0,-1.0,2.6066432334420065e-06,0.00020212321442979092,-1.0,0.00020212321442979092,0.00020212321442979092,-1.0,0.00020212321442979092,-1.0,-1.0,-1.0,0.0020143142208536575,0.044109003471660746,2.6066432334420065e-06
Ingest,hpso22,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.000257656600626178,7.414578435285699e-06,3.7101255034618876e-06,0.015056142546520386,-1.0,-1.0,-1.0
Ingest_data,hpso22,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.011121867652928547,0.010898813060004727,0.011121867652928547,0.011121867652928547,-1.0,-1.0,-1.0
RCAL,hpso22,-1.0,3.222957504535582e-05,4.360758376971424e-06,8.721516753942849e-07,-1.0,0.0,7.343947071388698e-05,4.3494338145693625e-07,0.0,-1.0,0.0001642143057683062,5.436792268211703e-08,-1.0,8.698867629138725e-07,0.0009173049625861027,1.3854115736423407e-06,7.584325214155326e-06,-1.0,-1.0,-1.0,6.445915009071164e-06,7.343947071388698e-05,0.0001642143057683062
RCAL_data,hpso22,-1.0,0.000697893878554243,0.0006977213403154279,0.00013954426806308558,-1.0,0.0,0.0003262075360927022,0.00013304215161138582,0.0,-1.0,0.008401705950613618,0.00032620753609270215,-1.0,0.00032620753609270215,0.00032620753609270215,5.0432e-08,0.00032620753609270215,-1.0,-1.0,-1.0,0.00013954426806308558,0.006844695153227692,0.008401705950613618
FastImg,hpso22,-1.0,1.3969416614213249e-05,-1.0,-1.0,-1.0,0.0,1.1737779617834985e-05,2.898198718505857e-07,0.0,-1.0,2.5323605256165975e-05,3.6227483981323214e-08,-1.0,1.4490993592529286e-07,0.0012224727081215866,-1.0,5.053734015394588e-06,-1.0,-1.0,-1.0,1.3969416614213249e-05,1.1737779617834985e-05,2.5323605256165975e-05
