,HPSO,Stations,Total Time [s],Tobs [h],Ingest [Pflop/s],RCAL [Pflop/s],FastImg [Pflop/s],ICAL [Pflop/s],DPrepA [Pflop/s],DPrepB [Pflop/s],DPrepC [Pflop/s],DPrepD [Pflop/s],Total RT [Pflop/s],Total Batch [Pflop/s],Total [Pflop/s],Ingest Rate [TB/s],Ingest) [Bmax=32500 [Pflop/s],Total [Pflop/s,RCAL) [Bmax=32500 [Pflop/s],FastImg) [Bmax=32500 [Pflop/s],ICAL) [Bmax=32500 [Pflop/s],DPrepA) [Bmax=32500 [Pflop/s],DPrepB) [Bmax=32500 [Pflop/s],DPrepC) [Bmax=32500 [Pflop/s],DPrepD) [Bmax=32500 [Pflop/s],PSS) [Bmax=32500 [Pflop/s],PST) [Bmax=32500 [Pflop/s]
0,hpso01,512.0,18000000.0,5.0,,,,,,,,,0.0,7.144832453461577,,0.27112526028908485,0.3735878997093347,7.144832453461577,0.23045906201794364,0.19035725033564993,2.1176776710678658,0.7853543230085236,0.8298142440751326,2.478123347346944,0.13945865590018222,,
1,hpso02a,512.0,18000000.0,5.0,,,,,,,,,0.0,6.334255895254276,,0.27112526028908485,0.3735878997093347,6.334255895254276,0.23045906201794364,0.19035725033564993,1.3071011128605645,0.7853543230085236,0.8298142440751326,2.478123347346944,0.13945865590018222,,
2,hpso02b,512.0,18000000.0,5.0,,,,,,,,,0.0,6.334255895254276,,0.27112526028908485,0.3735878997093347,6.334255895254276,0.23045906201794364,0.19035725033564993,1.3071011128605645,0.7853543230085236,0.8298142440751326,2.478123347346944,0.13945865590018222,,
3,hpso04a,512.0,45900000.0,0.6666666666666666,,,,,,,,,0.0,0.5026168855079733,,0.2718275351194063,0.37449885649507075,0.5026168855079733,0.06933743700171283,0.05827971201118975,,,,,,0.00050088,
4,hpso05a,512.0,15480000.0,0.6666666666666666,,,,,,,,,0.0,0.5021162810079733,,0.2718275351194063,0.37449885649507075,0.5021162810079733,0.06933743700171283,0.05827971201118975,,,,,,,2.755e-07
